งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
04 มิ.ย. 2558,4.2934,4.3059,4.3859
05 มิ.ย. 2558,4.3014,4.3138,4.3931
08 มิ.ย. 2558,4.317,4.3312,4.4083
09 มิ.ย. 2558,4.3017,4.3117,4.39
10 มิ.ย. 2558,4.2943,4.3065,4.3881
11 มิ.ย. 2558,4.286,4.3015,4.3818
12 มิ.ย. 2558,4.2945,4.3058,4.3855
15 มิ.ย. 2558,4.2948,4.3087,4.3861
16 มิ.ย. 2558,4.2923,4.3064,4.3835
17 มิ.ย. 2558,4.2926,4.307,4.3824
18 มิ.ย. 2558,4.2853,4.3002,4.3791
19 มิ.ย. 2558,4.2894,4.3018,4.3807
22 มิ.ย. 2558,4.2865,4.3023,4.3812
23 มิ.ย. 2558,4.2948,4.3098,4.389
24 มิ.ย. 2558,4.3028,4.3165,4.3987
25 มิ.ย. 2558,4.3034,4.3171,4.4006
26 มิ.ย. 2558,4.3054,4.3156,4.4006
29 มิ.ย. 2558,4.3121,4.3281,4.4055
30 มิ.ย. 2558,4.3018,4.3181,4.3952
02 ก.ค. 2558,4.3046,4.3183,4.4012
03 ก.ค. 2558,4.3049,4.3186,4.397
06 ก.ค. 2558,4.306,4.3204,4.403
07 ก.ค. 2558,4.3145,4.3272,4.4097
08 ก.ค. 2558,4.3317,4.3462,4.4258
09 ก.ค. 2558,4.324,4.3377,4.4229
10 ก.ค. 2558,4.3203,4.3338,4.4181
13 ก.ค. 2558,4.3269,4.3401,4.4238
14 ก.ค. 2558,4.3332,4.3486,4.4324
15 ก.ค. 2558,4.3361,4.3514,4.434
16 ก.ค. 2558,4.3556,4.3708,4.4505
17 ก.ค. 2558,4.3535,4.3688,4.4534
20 ก.ค. 2558,4.3671,4.3813,4.4624
21 ก.ค. 2558,4.384,4.4024,4.4898
22 ก.ค. 2558,4.399,4.4123,4.4975
23 ก.ค. 2558,4.4321,4.4466,4.5262
24 ก.ค. 2558,4.4405,4.4541,4.5366
27 ก.ค. 2558,4.4368,4.4548,4.5389
28 ก.ค. 2558,4.4444,4.4575,4.5385
29 ก.ค. 2558,4.4408,4.4589,4.54
31 ก.ค. 2558,4.4806,4.4951,4.5805
03 ส.ค. 2558,4.4665,4.4821,4.5629
04 ส.ค. 2558,4.4729,4.4856,4.5719
05 ส.ค. 2558,4.4716,4.4857,4.5692
06 ส.ค. 2558,4.4807,4.4932,4.5791
07 ส.ค. 2558,4.4776,4.4928,4.5753
10 ส.ค. 2558,4.4726,4.4849,4.5729
11 ส.ค. 2558,4.4925,4.5069,4.586
13 ส.ค. 2558,4.4882,4.5029,4.5861
14 ส.ค. 2558,4.4882,4.5006,4.5864
17 ส.ค. 2558,4.4995,4.513,4.601
18 ส.ค. 2558,4.5277,4.5401,4.6277
19 ส.ค. 2558,4.5344,4.5475,4.6314
20 ส.ค. 2558,4.5312,4.546,4.6281
21 ส.ค. 2558,4.5457,4.5587,4.6419
24 ส.ค. 2558,4.5572,4.5729,4.6529
25 ส.ค. 2558,4.5385,4.552,4.6346
26 ส.ค. 2558,4.5429,4.5567,4.6433
27 ส.ค. 2558,4.5413,4.5561,4.6414
28 ส.ค. 2558,4.5599,4.5735,4.6615
31 ส.ค. 2558,4.5726,4.5893,4.6703
01 ก.ย. 2558,4.5581,4.572,4.6566
02 ก.ย. 2558,4.556,4.5732,4.6573
03 ก.ย. 2558,4.5626,4.577,4.6662
04 ก.ย. 2558,4.5698,4.5847,4.6694
07 ก.ย. 2558,4.5897,4.6041,4.6851
08 ก.ย. 2558,4.6138,4.6275,4.712
09 ก.ย. 2558,4.59,4.6039,4.6873
10 ก.ย. 2558,4.6164,4.6312,4.7112
11 ก.ย. 2558,4.5922,4.6064,4.6953
14 ก.ย. 2558,4.5945,4.6068,4.6938
15 ก.ย. 2558,4.5905,4.6036,4.6908
16 ก.ย. 2558,4.5839,4.5969,4.6857
17 ก.ย. 2558,4.5622,4.5796,4.6686
18 ก.ย. 2558,4.5536,4.5698,4.6592
21 ก.ย. 2558,4.5533,4.5687,4.6521
22 ก.ย. 2558,4.5799,4.5942,4.6793
23 ก.ย. 2558,4.6039,4.6173,4.7031
24 ก.ย. 2558,4.6204,4.6348,4.7186
25 ก.ย. 2558,4.621,4.6343,4.7202
28 ก.ย. 2558,4.6189,4.6335,4.7185
29 ก.ย. 2558,4.6477,4.6626,4.7496
30 ก.ย. 2558,4.6383,4.6528,4.7375
01 ต.ค. 2558,4.6364,4.6515,4.7341
02 ต.ค. 2558,4.6602,4.6744,4.7591
05 ต.ค. 2558,4.6484,4.6607,4.7466
06 ต.ค. 2558,4.632,4.646,4.7336
07 ต.ค. 2558,4.6072,4.6223,4.7118
08 ต.ค. 2558,4.5842,4.5971,4.6834
09 ต.ค. 2558,4.5437,4.5568,4.6502
12 ต.ค. 2558,4.5306,4.5417,4.6302
13 ต.ค. 2558,4.5256,4.5382,4.6217
14 ต.ค. 2558,4.5348,4.5463,4.6377
15 ต.ค. 2558,4.4844,4.4983,4.5858
16 ต.ค. 2558,4.4973,4.5126,4.5964
19 ต.ค. 2558,4.5022,4.5165,4.5998
20 ต.ค. 2558,4.5171,4.5322,4.6163
21 ต.ค. 2558,4.5128,4.5266,4.6103
22 ต.ค. 2558,4.5397,4.5552,4.6356
26 ต.ค. 2558,4.5264,4.5434,4.6361
27 ต.ค. 2558,4.524,4.5371,4.6241
28 ต.ค. 2558,4.5285,4.5421,4.6228
29 ต.ค. 2558,4.5371,4.5523,4.6362
30 ต.ค. 2558,4.5371,4.5524,4.6356
02 พ.ย. 2558,4.5336,4.5476,4.6333
03 พ.ย. 2558,4.5321,4.5459,4.6314
04 พ.ย. 2558,4.528,4.5434,4.6256
05 พ.ย. 2558,4.529,4.5443,4.6281
06 พ.ย. 2558,4.5334,4.5472,4.631
09 พ.ย. 2558,4.5658,4.5798,4.6651
10 พ.ย. 2558,4.5751,4.5912,4.6736
11 พ.ย. 2558,4.5682,4.5844,4.667
12 พ.ย. 2558,4.5675,4.5826,4.6631
13 พ.ย. 2558,4.5718,4.5864,4.6696
16 พ.ย. 2558,4.5813,4.5968,4.6851
17 พ.ย. 2558,4.5801,4.5959,4.6862
18 พ.ย. 2558,4.5916,4.606,4.6894
19 พ.ย. 2558,4.5788,4.593,4.6788
20 พ.ย. 2558,4.5589,4.5715,4.6555
23 พ.ย. 2558,4.5636,4.5763,4.6606
24 พ.ย. 2558,4.5677,4.5809,4.6675
25 พ.ย. 2558,4.5513,4.565,4.6473
26 พ.ย. 2558,4.5538,4.5693,4.6519
27 พ.ย. 2558,4.562,4.5759,4.6589
30 พ.ย. 2558,4.5758,4.5899,4.6743
01 ธ.ค. 2558,4.5634,4.5803,4.6649
02 ธ.ค. 2558,4.5594,4.5733,4.6594
03 ธ.ค. 2558,4.5739,4.5879,4.6724
04 ธ.ค. 2558,4.5632,4.5791,4.66
08 ธ.ค. 2558,4.5747,4.5895,4.6737
09 ธ.ค. 2558,4.5784,4.5921,4.6793
11 ธ.ค. 2558,4.5927,4.6064,4.6859
14 ธ.ค. 2558,4.6059,4.6201,4.7057
15 ธ.ค. 2558,4.5973,4.6107,4.704
16 ธ.ค. 2558,4.5885,4.6047,4.6829
