งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
23 เม.ย. 2558,0.4639,0.4803,0.5496
24 เม.ย. 2558,0.4629,0.4806,0.5463
27 เม.ย. 2558,0.4593,0.4806,0.5433
28 เม.ย. 2558,0.4707,0.4831,0.5483
29 เม.ย. 2558,0.4664,0.4828,0.5493
30 เม.ย. 2558,0.468,0.4832,0.5511
06 พ.ค. 2558,0.4685,0.4893,0.5615
07 พ.ค. 2558,0.4715,0.4897,0.5582
08 พ.ค. 2558,0.4695,0.4887,0.5572
11 พ.ค. 2558,0.4716,0.4907,0.5614
12 พ.ค. 2558,0.4736,0.4919,0.5602
13 พ.ค. 2558,0.4747,0.4909,0.5618
14 พ.ค. 2558,0.4705,0.488,0.5607
15 พ.ค. 2558,0.4714,0.4928,0.5645
18 พ.ค. 2558,0.4744,0.4921,0.5619
19 พ.ค. 2558,0.4725,0.4916,0.5583
20 พ.ค. 2558,0.4645,0.4897,0.56
21 พ.ค. 2558,0.4648,0.4904,0.5651
22 พ.ค. 2558,0.4681,0.4898,0.5625
25 พ.ค. 2558,0.4682,0.4908,0.5624
26 พ.ค. 2558,0.4633,0.4935,0.5611
27 พ.ค. 2558,0.4698,0.493,0.5605
28 พ.ค. 2558,0.4688,0.4958,0.563
29 พ.ค. 2558,0.4721,0.4972,0.5642
02 มิ.ย. 2558,0.4808,0.5,0.5627
03 มิ.ย. 2558,0.4722,0.4948,0.5642
04 มิ.ย. 2558,0.4696,0.4908,0.561
05 มิ.ย. 2558,0.4736,0.4939,0.5624
08 มิ.ย. 2558,0.4774,0.4995,0.565
09 มิ.ย. 2558,0.4691,0.4905,0.5618
10 มิ.ย. 2558,0.4587,0.4878,0.5649
11 มิ.ย. 2558,0.4697,0.4927,0.56
12 มิ.ย. 2558,0.4738,0.4919,0.561
15 มิ.ย. 2558,0.4714,0.4916,0.5589
16 มิ.ย. 2558,0.4719,0.4921,0.5594
17 มิ.ย. 2558,0.4695,0.4904,0.5598
18 มิ.ย. 2558,0.4725,0.492,0.5601
19 มิ.ย. 2558,0.4721,0.4939,0.5648
22 มิ.ย. 2558,0.4769,0.4974,0.5621
23 มิ.ย. 2558,0.46,0.4917,0.5651
24 มิ.ย. 2558,0.4623,0.4927,0.5664
25 มิ.ย. 2558,0.4758,0.4945,0.5683
26 มิ.ย. 2558,0.4758,0.4946,0.5682
29 มิ.ย. 2558,0.4744,0.4961,0.5648
30 มิ.ย. 2558,0.4739,0.4941,0.5627
02 ก.ค. 2558,0.4713,0.4944,0.5666
03 ก.ค. 2558,0.4717,0.4948,0.5697
06 ก.ค. 2558,0.4686,0.495,0.5669
07 ก.ค. 2558,0.4683,0.4941,0.5712
08 ก.ค. 2558,0.4769,0.4966,0.5713
09 ก.ค. 2558,0.4771,0.4956,0.5712
10 ก.ค. 2558,0.4764,0.4976,0.5709
13 ก.ค. 2558,0.4745,0.496,0.5705
14 ก.ค. 2558,0.4768,0.4971,0.5717
15 ก.ค. 2558,0.4784,0.503,0.57
16 ก.ค. 2558,0.4809,0.5043,0.5703
17 ก.ค. 2558,0.4849,0.5053,0.5699
20 ก.ค. 2558,0.4811,0.5032,0.5728
21 ก.ค. 2558,0.4833,0.5049,0.5754
22 ก.ค. 2558,0.4835,0.5043,0.5776
23 ก.ค. 2558,0.4866,0.5078,0.5782
24 ก.ค. 2558,0.4868,0.5087,0.5768
27 ก.ค. 2558,0.4764,0.5037,0.5785
28 ก.ค. 2558,0.4812,0.5052,0.5768
29 ก.ค. 2558,0.4816,0.5075,0.5779
31 ก.ค. 2558,0.4873,0.5127,0.5823
03 ส.ค. 2558,0.4784,0.5097,0.5809
04 ส.ค. 2558,0.4902,0.5117,0.5839
05 ส.ค. 2558,0.4963,0.5153,0.5802
06 ส.ค. 2558,0.4959,0.5146,0.5811
07 ส.ค. 2558,0.4964,0.5147,0.5848
10 ส.ค. 2558,0.4943,0.5127,0.5913
11 ส.ค. 2558,0.4884,0.5121,0.5884
13 ส.ค. 2558,0.4835,0.5059,0.5791
