งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
28 ส.ค. 2558,-,0.158,0.1594
31 ส.ค. 2558,-,0.159,0.1604
01 ก.ย. 2558,-,0.1584,0.1598
02 ก.ย. 2558,-,0.1583,0.1597
03 ก.ย. 2558,-,0.1586,0.1599
04 ก.ย. 2558,-,0.1586,0.1601
07 ก.ย. 2558,-,0.1595,0.1608
08 ก.ย. 2558,-,0.1604,0.1618
09 ก.ย. 2558,-,0.159,0.1603
10 ก.ย. 2558,-,0.1603,0.1617
11 ก.ย. 2558,-,0.1591,0.1605
14 ก.ย. 2558,-,0.1591,0.1605
15 ก.ย. 2558,-,0.1595,0.1608
16 ก.ย. 2558,-,0.1589,0.1603
17 ก.ย. 2558,-,0.1583,0.1598
18 ก.ย. 2558,-,0.1581,0.1595
21 ก.ย. 2558,-,0.158,0.1594
22 ก.ย. 2558,-,0.1589,0.1603
23 ก.ย. 2558,-,0.1597,0.1611
24 ก.ย. 2558,-,0.1602,0.1616
25 ก.ย. 2558,-,0.1605,0.1618
28 ก.ย. 2558,-,0.1602,0.1616
29 ก.ย. 2558,-,0.1612,0.1626
30 ก.ย. 2558,-,0.1608,0.1622
01 ต.ค. 2558,-,0.1608,0.1621
02 ต.ค. 2558,-,0.1617,0.163
05 ต.ค. 2558,-,0.1615,0.1628
06 ต.ค. 2558,-,0.161,0.1623
07 ต.ค. 2558,-,0.1598,0.1614
08 ต.ค. 2558,-,0.159,0.1603
09 ต.ค. 2558,-,0.1598,0.1613
12 ต.ค. 2558,-,0.159,0.1605
13 ต.ค. 2558,-,0.1619,0.1634
14 ต.ค. 2558,-,0.158,0.1595
15 ต.ค. 2558,-,0.1565,0.1579
16 ต.ค. 2558,-,0.1569,0.1582
19 ต.ค. 2558,-,0.1578,0.1592
20 ต.ค. 2558,-,0.1575,0.1589
21 ต.ค. 2558,-,0.1574,0.1587
22 ต.ค. 2558,-,0.1583,0.1597
26 ต.ค. 2558,-,0.158,0.1595
27 ต.ค. 2558,-,0.1582,0.1596
28 ต.ค. 2558,-,0.1583,0.1597
29 ต.ค. 2558,-,0.1587,0.1601
30 ต.ค. 2558,-,0.1587,0.1601
02 พ.ย. 2558,-,0.1585,0.1599
03 พ.ย. 2558,-,0.1584,0.1599
04 พ.ย. 2558,-,0.1583,0.1596
05 พ.ย. 2558,-,0.1583,0.1597
06 พ.ย. 2558,-,0.1584,0.1598
09 พ.ย. 2558,-,0.1595,0.161
10 พ.ย. 2558,-,0.1593,0.1608
11 พ.ย. 2558,-,0.1593,0.1607
12 พ.ย. 2558,-,0.1593,0.1607
13 พ.ย. 2558,-,0.1594,0.1608
16 พ.ย. 2558,-,0.1597,0.1611
17 พ.ย. 2558,-,0.1595,0.161
18 พ.ย. 2558,-,0.1595,0.1609
19 พ.ย. 2558,-,0.1592,0.1606
20 พ.ย. 2558,-,0.1583,0.1597
23 พ.ย. 2558,-,0.1586,0.16
24 พ.ย. 2558,-,0.1587,0.1601
25 พ.ย. 2558,-,0.1579,0.1593
26 พ.ย. 2558,-,0.158,0.1594
27 พ.ย. 2558,-,0.1584,0.1598
30 พ.ย. 2558,-,0.1589,0.1604
01 ธ.ค. 2558,-,0.1585,0.1599
02 ธ.ค. 2558,-,0.1584,0.1598
03 ธ.ค. 2558,-,0.1588,0.1602
04 ธ.ค. 2558,-,0.1585,0.1599
08 ธ.ค. 2558,-,0.1589,0.1603
09 ธ.ค. 2558,-,0.1592,0.1606
11 ธ.ค. 2558,-,0.1595,0.1609
14 ธ.ค. 2558,-,0.1598,0.1613
15 ธ.ค. 2558,-,0.1595,0.161
16 ธ.ค. 2558,-,0.1589,0.1603
